SYS_Obs,SYS_Time,SYS_Date,SYS_configName,SYS_configAuthor,USERDEF_remark,USERDEF_Bar_code,USERDEF,USERDEF_1,PORO_gsw,PORO_gbw,PORO_gtw,PORO_E_apparent,PORO_VPcham,PORO_VPref,PORO_VPleaf,PORO_VPDleaf,PORO_H2O_r,PORO_H2O_s,PORO_H2O_leaf,PORO_leaf_area,PORO_leaf_width,FLUORO_flashID,FLUORO_Fo,FLUORO_Fm,FLUORO_FvFm,FLUORO_Fs,FLUORO_Fm_1,FLUORO_PhiPS2,FLUORO_PS21,FLUORO_abs,FLUORO_ETR,FLUORO_TRANS,SENSOR_rh_s,SENSOR_rh_r,SENSOR_Tref,SENSOR_Tmeas,SENSOR_Tleaf,SENSOR_P_atm,SENSOR_flow,SENSOR_flow_s,SENSOR_leak_pct,SENSOR_Qamb,SENSOR_batt,LEAF_ANGLE_pitch,LEAF_ANGLE_roll,LEAF_ANGLE_heading,LEAF_ANGLE_angle_inc_leaf,LEAF_ANGLE_direct_pct,LEAF_ANGLE_slope_leaf,LEAF_ANGLE_az_leaf,LEAF_ANGLE_dec_solar,LEAF_ANGLE_az_solar,LEAF_ANGLE_zenith_solar,GPS_gps_time,GPS_gps_date,GPS_latitude,GPS_longitude,GPS_altitude,GPS_gps_sats,GPS_gps_HDOP,MATCH_match_time,MATCH_match_date,MATCH_rh_adj,MATCH_type,STABILITY_gsw1sec,STABILITY_gsw2sec,STABILITY_gsw4sec,STABILITY_flr1sec,STABILITY_flr2sec,STABILITY_flr4sec,P_CONFIG_auto,P_CONFIG_flow_set,P_CONFIG_gsw_limit,P_CONFIG_gsw_period,P_CONFIG_aw,P_CONFIG_Bla,P_CONFIG_Blb,P_CONFIG_Blc,P_CONFIG_Bld,P_CONFIG_Ble,P_CONFIG_chamber,FL_CONFIG_dark,FL_CONFIG_flash_type,FL_CONFIG_flash_intensity,FL_CONFIG_modrate,FL_CONFIG_flr_limit,FL_CONFIG_flr_period,FL_CONFIG_P1_dur,FL_CONFIG_P2_dur,FL_CONFIG_P3_dur,FL_CONFIG_P1_Fmax,FL_CONFIG_P2_ramp,FL_CONFIG_P2_slp,FL_CONFIG_P3_Fmax,FL_CONFIG_P3_Pred,FL_CONFIG_P3_DeltaF,SENSOR_V_v_humA,SENSOR_V_v_humB,SENSOR_V_v_flowIn,SENSOR_V_v_flowOut,SENSOR_V_v_temp,SENSOR_V_v_irt,SENSOR_V_v_pres,SENSOR_V_v_par,SENSOR_V_v_F,SENSOR_V_i_LED,USERCAL_b_rhr,USERCAL_m_rhr,USERCAL_span_rhr,USERCAL_b_rhs,USERCAL_m_rhs,USERCAL_span_rhs,USERCAL_z_flowIn,USERCAL_z_flowOut,USERCAL_z_quantum,USERCAL_z_flr,META_flashId,META_lciSerNum,META_lcpSerNum,META_lcfSerNum,META_lcrhSerNum,META_version,META_configUpdatedAt,SourceFile,SourceDateFromFile,SourceRow,PlantID,CleanTimestamp,MeasurementDate
52,16:23:57,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.043555,2.9164,0.042915,1.1088,1.5971,1.5668,4.0576,2.4605,15.979,16.2878,41.3807,0.44179,7.5,PSF-00578_20260722162357_af9,0,0,0,88.48464,224.8346,0.606446,0.5,0.8,126.3421,1,35.18,34.51,31.11,29.15,29.15,98.05,156,155.3,0.5,521,4.063,9,43,1,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.001,0.002,-9999,0.532,-1.441,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4533,2.4408,1.6422,0.93056,0.21407,-0.022452,0.35335,0.54184,88.4846,0.00028,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162357_af9,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,129,Pl23-R3-M3-H2-P03,22-Jul-2026 16:23:57,22-Jul-2026
53,16:24:11,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.015637,2.9155,0.015554,0.40189,1.6082,1.5973,4.0684,2.4601,16.2903,16.4023,41.4927,0.44179,7.5,PSF-00578_20260722162411_676,0,0,0,90.02423,223.8092,0.597764,0.5,0.8,338.165,1,35.42,35.17,31.11,29.2,29.2,98.05,155.9,155.2,0.5,1414,4.063,7,-48,28,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.002,0.004,-9999,-0.02,0.076,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4542,2.4411,1.6413,0.93037,0.21405,-0.021953,0.35478,1.2884,90.0242,0.000301,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162411_676,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,130,Pl23-R3-M3-H2-P03,22-Jul-2026 16:24:11,22-Jul-2026
55,16:24:39,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.050223,2.9169,0.049373,1.3046,1.6152,1.5796,4.1301,2.5149,16.1111,16.4742,42.1242,0.44179,7.5,PSF-00578_20260722162439_c60,0,0,0,80.84643,247.5818,0.673456,0.5,0.8,143.5217,1,35.55,34.76,31.13,29.46,29.46,98.05,156.1,155.4,0.5,533,4.061,-10,52,316,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,-0.001,0,0.013,-0.129,-0.166,0.099,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4537,2.4413,1.6428,0.93082,0.21396,-0.019084,0.35751,0.55182,80.8464,0.000303,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162439_c60,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,131,Pl23-R3-M3-H2-P03,22-Jul-2026 16:24:39,22-Jul-2026
56,16:24:54,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.041821,2.9155,0.04123,1.0753,1.6173,1.5879,4.0998,2.4825,16.1952,16.4948,41.8146,0.44179,7.5,PSF-00578_20260722162454_38e,0,0,0,81.38609,255.5566,0.681534,0.5,0.8,82.7682,1,35.57,34.92,31.14,29.33,29.33,98.05,155.9,155.2,0.5,304,4.058,8,52,324,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,-0.003,-0.002,0.01,-0.161,-0.223,-0.117,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4539,2.4413,1.6414,0.9304,0.21387,-0.020678,0.35901,0.36033,81.3861,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162454_38e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,132,Pl23-R3-M3-H2-P03,22-Jul-2026 16:24:54,22-Jul-2026
57,16:25:08,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.049848,2.9153,0.04901,1.2628,1.6308,1.5963,4.0834,2.4526,16.2813,16.6331,41.648,0.44179,7.5,PSF-00578_20260722162508_5d3,0,0,0,81.53487,248.1569,0.671438,0.5,0.8,129.5103,1,35.84,35.09,31.15,29.26,29.26,98.05,155.9,155.2,0.5,482,4.061,-8,47,327,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.001,0.003,-9999,-0.021,-0.12,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4541,2.4417,1.6412,0.93029,0.21377,-0.021617,0.36029,0.50957,81.5349,0.000301,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162508_5d3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,133,Pl23-R3-M3-H2-P03,22-Jul-2026 16:25:08,22-Jul-2026
58,16:25:22,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.017947,2.9181,0.017838,0.45451,1.6291,1.6167,4.055,2.4259,16.4883,16.6147,41.3564,0.44179,7.5,PSF-00578_20260722162522_686,0,0,0,89.9427,221.9095,0.594688,0.5,0.8,73.1853,1,35.75,35.48,31.18,29.14,29.14,98.05,156.3,155.1,0.8,308,4.061,2,50,359,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.001,0.002,-9999,-0.285,-0.121,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4546,2.4415,1.6441,0.93003,0.21354,-0.023314,0.36165,0.36372,89.9427,0.000292,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162522_686,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,134,Pl23-R3-M3-H2-P03,22-Jul-2026 16:25:22,22-Jul-2026
60,16:25:46,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.036849,2.9163,0.036389,0.93008,1.647,1.6216,4.0799,2.4329,16.5385,16.7974,41.6103,0.44179,7.5,PSF-00578_20260722162546_e0a,0,0,0,87.14104,220.9514,0.60561,0.5,0.8,103.5498,1,36.06,35.51,31.21,29.25,29.25,98.05,156,155.1,0.6,427,4.055,6,45,0,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.002,0,0.014,-0.152,-0.43,-0.217,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4547,2.442,1.6422,0.93009,0.21321,-0.022559,0.36381,0.46382,87.141,0.000288,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162546_e0a,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,135,Pl23-R3-M3-H2-P03,22-Jul-2026 16:25:46,22-Jul-2026
61,16:25:58,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.029153,2.9163,0.028864,0.75322,1.6926,1.6721,4.1746,2.482,17.0543,17.2639,42.5786,0.44179,7.5,PSF-00578_20260722162558_1ab,0,0,0,90.55602,213.8007,0.576447,0.5,0.8,273.3828,1,37.03,36.58,31.23,29.65,29.65,98.05,156,155.1,0.6,1186,4.06,3,-57,22,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,-0.002,0.002,-9999,0.793,1.983,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4561,2.4432,1.6422,0.93013,0.21308,-0.018176,0.36493,1.0973,90.556,0.000302,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162558_1ab,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,136,Pl23-R3-M3-H2-P03,22-Jul-2026 16:25:58,22-Jul-2026
62,16:26:12,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.061269,2.9164,0.060009,1.5013,1.6897,1.6488,4.0706,2.3809,16.816,17.2337,41.5169,0.44179,7.5,PSF-00578_20260722162612_e16,0,0,0,88.07373,210.386,0.581371,0.5,0.8,240.9245,1,36.93,36.04,31.25,29.21,29.21,98.05,156,155.3,0.5,1036,4.059,5,-59,21,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,-0.001,-0.001,-9999,-0.495,0.034,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4554,2.4431,1.6423,0.93059,0.21294,-0.02339,0.36626,0.97232,88.0737,0.000295,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162612_e16,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,137,Pl23-R3-M3-H2-P03,22-Jul-2026 16:26:12,22-Jul-2026
63,16:26:25,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.059277,2.9172,0.058097,1.4476,1.6501,1.6106,4.0225,2.3725,16.4261,16.8288,41.0252,0.44179,7.5,PSF-00578_20260722162625_d69,0,0,0,89.74921,215.1117,0.582779,0.5,0.8,257.0425,1,36.04,35.18,31.26,29,29,98.05,156.1,155.2,0.6,1103,4.059,5,-60,25,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.001,0.002,-9999,0.165,-0.047,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4542,2.4419,1.6431,0.9303,0.21284,-0.025881,0.36738,1.028,89.7492,0.000298,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162625_d69,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,138,Pl23-R3-M3-H2-P03,22-Jul-2026 16:26:25,22-Jul-2026
64,16:26:36,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.048773,2.9174,0.047971,1.2095,1.6349,1.6019,4.0356,2.4007,16.3369,16.6733,41.1575,0.44179,7.5,PSF-00578_20260722162636_2aa,0,0,0,87.92031,217.3136,0.595422,0.5,0.8,283.1599,1,35.7,34.98,31.26,29.06,29.06,98.05,156.2,155.1,0.7,1189,4.057,4,-56,21,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,16:23:02,22-Jul-2026,-0.79,1,0.001,0.002,-9999,-0.603,0.852,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4539,2.4415,1.6433,0.93023,0.2128,-0.025306,0.36839,1.1001,87.9203,0.000312,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722162636_2aa,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,139,Pl23-R3-M3-H2-P03,22-Jul-2026 16:26:36,22-Jul-2026
1,18:02:22,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.033949,2.9158,0.033558,0.79016,1.4682,1.4466,3.7155,2.2473,14.7556,14.976,37.8995,0.44179,7.5,PSF-00578_20260722180222_46d,0,0,0,89.15949,222.2468,0.598827,0.5,0.8,98.2437,1,35.55,35.02,29.46,27.64,27.64,98.04,156,155.3,0.4,410,3.965,3,-31,21,,,,,,,,22:56:30,22-Jul-2026,39.2084,-96.5939,341.6,8,0.97,18:01:38,22-Jul-2026,-0.45,1,0.002,0.005,-9999,-0.186,-0.035,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4543,2.4411,1.6417,0.93067,0.22846,-0.020513,0.097544,0.44936,89.1595,0.000296,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722180222_46d,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,140,Pl23-R3-M3-H2-P03,22-Jul-2026 18:02:22,22-Jul-2026
2,18:02:33,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.054277,2.9167,0.053286,1.2729,1.4643,1.4295,3.7442,2.2799,14.5806,14.9355,38.1896,0.44179,7.5,PSF-00578_20260722180233_9f0,0,0,0,134.6673,263.1848,0.488317,0.5,0.8,72.6268,1,35.5,34.66,29.44,27.77,27.77,98.04,156.1,155.5,0.4,372,3.928,-14,-37,337,,,,,,,,22:56:41,22-Jul-2026,39.2084,-96.5939,338.9,9,0.89,18:01:38,22-Jul-2026,-0.45,1,0.003,0.005,-9999,5.226,-1.073,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4538,2.441,1.6426,0.93124,0.22869,-0.018737,0.099387,0.41733,134.6673,0.000293,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722180233_9f0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,141,Pl23-R3-M3-H2-P03,22-Jul-2026 18:02:33,22-Jul-2026
3,18:02:48,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.11311,2.916,0.10889,2.4423,1.5103,1.4436,3.6513,2.141,14.7249,15.406,37.245,0.44179,7.5,PSF-00578_20260722180248_618,0,0,0,86.96794,281.7596,0.69134,0.5,0.8,58.4653,1,36.68,35.06,29.41,27.34,27.34,98.04,156,155.5,0.3,211,3.956,3,41,2,,,,,,,,22:56:56,22-Jul-2026,39.2084,-96.5939,339.1,8,1.01,18:01:38,22-Jul-2026,-0.45,1,0.005,0.005,-9999,0.016,0.107,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4543,2.4426,1.6418,0.93126,0.22894,-0.023268,0.10182,0.2833,86.9679,0.000285,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722180248_618,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,142,Pl23-R3-M3-H2-P03,22-Jul-2026 18:02:48,22-Jul-2026
4,18:03:01,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,0.034823,2.9165,0.034412,0.82003,1.4623,1.4398,3.7362,2.274,14.6884,14.9171,38.1148,0.44179,7.5,PSF-00578_20260722180301_39c,0,0,0,93.01829,230.9518,0.597239,0.5,0.8,186.9036,1,35.56,35.01,29.38,27.73,27.73,98.03,156.1,155.5,0.3,782,3.96,4,-42,23,,,,,,,,22:57:09,22-Jul-2026,39.2084,-96.5939,339.1,9,0.96,18:01:38,22-Jul-2026,-0.45,1,0.003,0,-9999,0.154,-0.083,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4543,2.4411,1.6424,0.93126,0.22915,-0.018561,0.10393,0.76037,93.0183,0.000287,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722180301_39c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,143,Pl23-R3-M3-H2-P03,22-Jul-2026 18:03:01,22-Jul-2026
22,21:29:50,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,-0.000901,2.9167,-0.000901,-0.011701,1.4886,1.4889,2.7346,1.246,15.1823,15.179,27.8846,0.44179,7.5,PSF-00578_20260722212950_a73,0,0,0,82.94892,350.9363,0.763635,0.5,0.8,0.002792,1,48.87,48.88,24.28,22.49,22.49,98.07,156.1,156.2,0,0,3.939,16,49,8,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,21:21:58,22-Jul-2026,-0.64,1,-0.002,-0.003,-9999,0.067,0.193,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4737,2.4596,1.6426,0.93279,0.28065,-0.01893,0.17033,0.10665,82.9489,0.000286,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722212950_a73,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,144,Pl23-R3-M3-H2-P03,22-Jul-2026 21:29:50,22-Jul-2026
23,21:30:33,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,-0.003054,2.9158,-0.003058,-0.039384,1.5074,1.5085,2.7433,1.2358,15.3821,15.3711,27.9725,0.44179,7.5,PSF-00578_20260722213033_c35,0,0,0,83.61482,339.6245,0.753802,0.5,0.8,0.00224,1,49.61,49.64,24.24,22.55,22.55,98.07,156,156,0,0,3.938,-1,-28,332,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,21:21:58,22-Jul-2026,-0.64,1,-0.001,-0.003,-9999,0.235,0.523,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4747,2.4606,1.6417,0.93232,0.28111,-0.01792,0.17604,0.10665,83.6148,0.000269,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722213033_c35,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,145,Pl23-R3-M3-H2-P03,22-Jul-2026 21:30:33,22-Jul-2026
24,21:30:45,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,-0.006969,2.9162,-0.006986,-0.088489,1.5108,1.5132,2.7261,1.2153,15.4306,15.406,27.7988,0.44179,7.5,PSF-00578_20260722213045_92c,0,0,0,82.58307,311.3727,0.734777,0.5,0.8,0.003944,1,49.76,49.84,24.23,22.44,22.44,98.07,156,156,0,0,3.938,-7,-27,335,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,21:21:58,22-Jul-2026,-0.64,1,-0.001,-0.002,-9999,0.191,0.397,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4749,2.4608,1.6421,0.93246,0.28127,-0.018866,0.17758,0.10665,82.5831,0.000294,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722213045_92c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,146,Pl23-R3-M3-H2-P03,22-Jul-2026 21:30:45,22-Jul-2026
25,21:30:57,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,-0.004725,2.9175,-0.004733,-0.057859,1.5053,1.5069,2.6786,1.1733,15.366,15.3498,27.3137,0.44179,7.5,PSF-00578_20260722213057_805,0,0,0,88.47177,353.6754,0.74985,0.5,0.8,0.003126,1,49.63,49.68,24.21,22.15,22.15,98.07,156.2,155.6,0.3,0,3.937,-12,-14,342,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,21:21:58,22-Jul-2026,-0.64,1,-0.001,-0.004,-9999,1.114,2.228,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4747,2.4606,1.6434,0.93152,0.28145,-0.021802,0.17905,0.10665,88.4718,0.000278,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722213057_805,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,147,Pl23-R3-M3-H2-P03,22-Jul-2026 21:30:57,22-Jul-2026
27,21:31:39,22-Jul-2026,Rain_out,Climate_model,,Pl23-R3-M3-H2-P03,,,-0.005135,2.9163,-0.005144,-0.071897,1.5019,1.5039,2.8424,1.3405,15.3346,15.3146,28.9828,0.44179,7.5,PSF-00578_20260722213139_3d3,0,0,0,100.119,357.6972,0.720101,0.5,0.8,0.004728,1,49.66,49.73,24.16,23.13,23.13,98.07,156,156,0,0,3.937,-17,-21,341,,,,,,,,00:00:00,0000-00-00,NaN,NaN,NaN,0,NaN,21:21:58,22-Jul-2026,-0.64,1,-0.001,-0.002,-9999,-0.19,0.048,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4748,2.4607,1.6422,0.93237,0.28201,-0.01071,0.18439,0.10666,100.119,0.000276,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260722213139_3d3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-22.csv,22-Jul-2026,148,Pl23-R3-M3-H2-P03,22-Jul-2026 21:31:39,22-Jul-2026
